       parameter            eig1            eig2            eig3            eig4            eig5            eig6            eig7            eig8            eig9           eig10           eig11           eig12           eig13           eig14           eig15           eig16           eig17           eig18           eig19           eig20 identifiability     sqrt(ident)
 kx_ku003        4.3055294E-11   3.7960851E-12   2.5702844E-09   3.1317949E-12   1.0446169E-13   8.6572267E-11   1.5408031E-09   9.9359230E-10   3.0521816E-11   4.4207947E-11   1.2962983E-11   1.9626824E-10   1.6859694E-09   1.8655986E-10   1.3996032E-08   2.0425978E-09   2.0609156E-09   2.2992687E-10   7.2822196E-11   2.1914924E-09   2.7991617E-08   1.6730695E-04
 an_os001        5.6125267E-15   6.2564819E-17   1.7873785E-09   9.8239550E-11   1.7503429E-10   2.1391059E-10   3.1469849E-09   2.4689176E-09   7.9566601E-10   5.4118208E-08   7.6354429E-12   7.5498671E-10   2.6550964E-08   3.9629114E-07   7.6082577E-09   9.0092913E-09   8.9054793E-09   1.2957407E-08   4.9929410E-11   3.6958586E-09   5.2863530E-07   7.2707310E-04
 an_os002        7.6881268E-14   6.9645493E-14   1.8746880E-11   1.2397420E-13   1.2906653E-15   6.0120585E-11   2.2593334E-10   6.2240533E-12   2.8777440E-12   1.3515442E-13   3.3144287E-16   2.4003571E-14   1.1548736E-11   1.6182947E-12   1.2894740E-11   1.8658720E-11   1.6748113E-11   1.2914360E-12   2.6350722E-14   3.5215874E-14   3.7715549E-10   1.9420491E-05
 an_os003        1.2582909E-12   4.3811545E-13   7.0122745E-14   1.7263866E-13   1.1131491E-16   1.3028378E-11   4.1526728E-11   3.4288264E-11   1.7972099E-14   4.6187360E-11   1.1346738E-13   5.0912952E-12   2.1160163E-09   5.8912764E-10   2.4444815E-11   2.0189549E-10   1.4378810E-10   7.1785293E-11   8.2117835E-14   2.1913319E-14   3.2893544E-09   5.7352893E-05
 an_os004        1.9398644E-15   1.2428746E-14   1.9929942E-10   4.1094205E-12   4.6214049E-14   3.8967431E-10   1.2725961E-09   1.0149893E-10   8.5755741E-12   1.5694963E-10   6.2622204E-13   4.3449896E-12   1.6332551E-09   2.7260274E-10   3.5145641E-11   7.8136184E-11   4.5629219E-11   8.7847377E-11   1.4196797E-13   1.7549698E-12   4.2922483E-09   6.5515253E-05
 an_os005        3.8238527E-18   8.3134074E-20   5.2928253E-17   2.3306904E-20   3.8790373E-19   6.2916132E-15   1.7611339E-15   1.2150134E-17   1.9327207E-20   3.3219976E-16   1.7844615E-17   2.7658648E-18   3.8490984E-16   1.2492512E-17   2.4164769E-16   5.4963151E-19   3.6000039E-18   7.7242267E-17   4.1379331E-18   4.1111324E-17   9.2406645E-15   9.6128375E-08
 an_os006        4.9271611E-20   5.8256640E-15   8.9872049E-11   1.2827959E-13   2.0571082E-15   1.7292780E-10   3.5843670E-12   5.4222912E-12   5.1555398E-13   9.7500136E-11   9.6267006E-14   3.9814599E-14   1.4670239E-11   5.9460242E-11   2.2130885E-12   4.5860695E-11   1.3989569E-14   2.5638451E-11   3.6759795E-14   4.7418073E-12   5.2272972E-10   2.2863283E-05
 an_os007        2.8948078E-16   1.6003277E-16   1.1245852E-14   1.1313841E-17   9.2918250E-20   6.2726194E-12   1.7768869E-12   8.7941480E-14   1.7983115E-15   1.9544268E-15   5.2158405E-16   4.1763421E-15   8.4109891E-13   8.7908991E-14   1.2158705E-13   2.7655886E-13   9.1890737E-14   2.9277308E-13   1.9598854E-18   3.3578030E-19   9.8694251E-12   3.1415641E-06
 an_os008        8.2901689E-13   3.3535254E-13   2.7848510E-11   7.6989253E-15   1.9679614E-15   4.8716004E-11   9.9931127E-11   1.2159095E-10   3.3996731E-12   1.2963912E-10   1.6130119E-15   4.8814005E-12   2.3738303E-09   7.0557110E-10   1.0614860E-11   6.1384283E-10   2.8706988E-10   8.9401521E-12   7.9957769E-14   4.9711984E-14   4.4371813E-09   6.6612170E-05
 an_os009        1.6229005E-10   1.1130357E-08   3.4132810E-07   2.5893238E-08   4.9508710E-12   9.2936216E-07   4.2093073E-06   4.2635114E-08   1.0672067E-06   1.1181726E-04   7.8516825E-08   1.9512394E-08   2.2386957E-05   1.3925794E-04   4.8839161E-09   7.1873357E-06   6.0829510E-06   6.1226139E-06   3.6396177E-08   1.1629771E-11   2.9962141E-04   1.7309576E-02
 an_os010        4.0725901E-15   3.4994512E-15   1.7666951E-09   1.0211392E-10   1.7480984E-10   2.8346796E-10   2.9519405E-09   2.4699852E-09   7.9996575E-10   5.3950242E-08   7.6881534E-12   7.5727148E-10   2.6709696E-08   3.9674499E-07   7.7409203E-09   9.3311219E-09   8.7739353E-09   1.2929662E-08   5.0054066E-11   3.6776463E-09   5.2922221E-07   7.2747661E-04
 an_os011        3.8221283E-18   8.3421638E-20   5.2899179E-17   2.3350379E-20   3.8787624E-19   6.2904489E-15   1.7621763E-15   1.2209136E-17   1.9628454E-20   3.3203389E-16   1.7871007E-17   2.7665262E-18   3.8518262E-16   1.2384617E-17   2.4158270E-16   5.4038455E-19   3.6209391E-18   7.7470944E-17   4.1385518E-18   4.1109637E-17   9.2407718E-15   9.6128933E-08
 an_os012        5.0078625E-12   4.9033021E-13   2.2377790E-09   7.1142414E-11   4.2804912E-14   7.6157143E-09   2.9883855E-08   3.2713775E-09   2.1313480E-10   4.1049810E-09   1.1686331E-12   1.4965324E-10   1.9102670E-08   2.0807951E-09   8.8629744E-09   5.5545585E-08   6.6287624E-08   7.5997885E-08   1.7844665E-11   7.4716510E-11   2.7552444E-07   5.2490422E-04
 an_os013        2.4532875E-16   2.0469905E-18   5.0267149E-14   2.2469433E-16   2.2028423E-20   7.4037214E-12   7.5919994E-13   1.3158014E-14   2.0632147E-16   2.3282874E-14   2.9740259E-16   5.6020677E-15   1.9014747E-12   1.2786500E-13   1.9499554E-13   3.4941032E-15   1.5611642E-14   6.6398149E-14   5.5596336E-17   2.1992699E-17   1.0566124E-11   3.2505575E-06
 an_os014        4.8853689E-14   6.0926908E-14   6.9814200E-11   1.9491535E-14   1.7104987E-15   6.6165219E-11   2.0628337E-11   2.2625932E-11   1.0888201E-12   3.1623815E-10   8.6944015E-13   6.2335090E-13   1.4101024E-10   5.7800636E-11   2.4864228E-14   5.1816020E-11   7.7266671E-12   7.3280749E-12   3.6813413E-14   4.1854741E-12   7.6811323E-10   2.7714856E-05
 an_os015        1.8234698E-12   1.2946376E-12   1.6031843E-09   6.6785874E-11   2.9280001E-14   5.6353546E-09   2.3707474E-08   2.0058298E-09   1.3787518E-10   7.7432904E-09   1.7149523E-13   1.8324081E-10   1.9969322E-08   7.1029845E-10   9.2793375E-09   6.9830103E-08   8.1842382E-08   7.6143392E-08   2.7819565E-11   1.0045258E-10   2.9898946E-07   5.4679929E-04
 an_op001        2.3081377E-10   1.9551560E-08   7.1478335E-07   1.0150559E-07   3.9986824E-11   8.5555143E-08   1.3639803E-05   1.2295414E-07   1.2755381E-06   1.8371467E-04   2.0109897E-07   2.3024496E-08   1.1777767E-04   3.3828650E-06   3.5312958E-06   3.1570663E-05   2.9424724E-05   1.7890893E-05   8.4405489E-08   2.3936892E-08   4.0358520E-04   2.0089430E-02
 an_op002        2.8839839E-11   2.9086117E-09   3.9609757E-07   6.5855358E-09   4.6881678E-11   1.4132478E-07   9.9503999E-07   3.2488745E-08   1.1793518E-06   1.0090403E-04   6.5011821E-08   2.3463273E-08   2.2936150E-05   1.1428050E-04   1.5030592E-07   1.4654592E-05   9.6726781E-06   2.7137151E-09   3.3190739E-08   4.0215806E-09   2.6548053E-04   1.6293573E-02
 an_op003        8.2910189E-10   1.7353728E-09   1.4761880E-06   6.0880388E-08   4.4466213E-11   6.0145775E-07   3.6494767E-06   7.6623029E-08   9.9217195E-09   9.4402542E-06   5.1433123E-08   8.5317707E-08   1.8030895E-05   1.1333376E-07   1.5580918E-05   9.4098344E-05   1.1814063E-04   4.2049546E-05   8.0268758E-08   2.1269241E-07   3.0376079E-04   1.7428735E-02
 an_op004        2.2645062E-08   3.1209327E-08   1.0397839E-05   2.8679978E-07   3.9430260E-09   5.2755490E-05   7.4543840E-05   1.6447836E-05   6.4517122E-07   2.4877389E-08   4.5842915E-08   5.5855276E-07   1.5973840E-04   9.9280081E-06   6.1212446E-06   5.8668554E-05   3.4769531E-05   2.1939181E-05   3.7799227E-09   1.0812865E-08   4.4694355E-04   2.1141040E-02
 an_op005        5.5910381E-09   2.7502909E-07   1.2419116E-05   3.2009827E-07   5.0568457E-09   5.3112291E-06   3.5656459E-05   2.5502908E-06   1.3813038E-05   1.7465789E-03   1.9594089E-06   4.8185413E-10   2.3385578E-04   1.0692647E-03   7.2443751E-08   1.0674026E-04   6.3889667E-05   2.0703603E-06   1.6442864E-07   7.1168181E-09   3.2949595E-03   5.7401738E-02
 an_op006        1.7534710E-12   3.1777032E-10   2.8939588E-08   1.0288503E-09   3.8099753E-10   3.6065781E-08   9.7687786E-08   2.7497301E-08   1.1025077E-09   3.2981555E-07   1.0906103E-09   1.9231061E-11   9.9844357E-07   2.6773971E-08   3.2262068E-09   2.5595284E-09   4.1538538E-09   1.3036007E-08   3.7224639E-09   3.7899651E-08   1.6137630E-06   1.2703397E-03
 an_op007        3.4702208E-08   7.3788141E-07   5.5215191E-05   3.3364877E-07   4.7523809E-08   3.6123866E-05   1.4321310E-04   9.0009857E-06   3.5048043E-05   8.7149171E-04   5.5178109E-07   2.0472309E-05   2.9381741E-03   8.5757989E-03   7.5275243E-05   7.7322607E-05   4.4131651E-05   1.7774044E-03   3.9895728E-07   2.3923604E-08   1.4660801E-02   0.1210818    
 an_op008        2.0263529E-08   2.1680669E-08   1.1612957E-06   1.9011463E-08   4.5759271E-11   3.1501086E-07   1.5855810E-06   1.7834729E-07   1.2041728E-06   1.4163605E-04   1.5960127E-07   8.0024858E-09   1.2295617E-06   1.6959746E-04   7.2174166E-09   4.5317799E-06   4.8638133E-06   3.7025430E-06   3.8518621E-08   9.2009685E-09   3.3028916E-04   1.8173859E-02
 an_op009        1.8981036E-11   2.0658813E-12   4.3732796E-09   6.1067762E-13   1.0263702E-12   1.5863432E-09   9.4776274E-09   3.1206403E-09   6.5722535E-10   7.8740205E-08   2.4392308E-10   5.7182616E-11   2.0311610E-07   1.1128380E-06   1.1037149E-07   1.6933789E-07   2.5049115E-07   4.7572275E-06   4.1525523E-10   4.5876025E-10   6.7025353E-06   2.5889255E-03
 an_op010        6.0704792E-09   1.7870723E-08   3.1679381E-07   9.3722182E-08   8.0177536E-11   4.1825423E-06   1.5567338E-05   3.1951456E-07   8.6878068E-07   1.4941192E-04   1.4533716E-07   1.3538287E-08   3.9594380E-05   1.0734999E-04   1.5699623E-08   1.2365641E-05   7.0260138E-06   4.1202683E-07   2.1834446E-08   2.0602279E-08   3.3774969E-04   1.8377968E-02
 an_op011        3.1951197E-08   1.0234595E-08   8.7198145E-08   5.2734561E-08   7.9459788E-12   2.9582862E-06   1.4008712E-05   7.7870830E-07   9.5061001E-07   1.0390259E-04   3.9054812E-08   1.8544890E-07   1.0062249E-04   8.8801898E-05   5.2833149E-08   1.4123535E-05   1.0182093E-05   1.2594178E-05   2.5006154E-08   6.6096403E-09   3.4941418E-04   1.8692624E-02
 an_op012        1.7706328E-12   2.0866612E-11   4.0732342E-10   3.2470319E-11   1.4383664E-11   2.3571205E-09   8.9582574E-09   3.2403324E-09   7.8469491E-10   9.9994440E-08   5.1786873E-10   1.3792621E-10   2.2803647E-08   1.1018525E-06   1.2550578E-07   2.7685476E-07   4.1183027E-07   4.4224784E-06   3.5277140E-10   6.1836296E-10   6.4787639E-06   2.5453416E-03
 an_op013        3.4967773E-10   2.6405637E-10   1.0824994E-08   1.4695967E-09   1.0427514E-14   7.2741636E-10   9.2146027E-09   2.3886242E-07   7.3752332E-10   1.3827150E-06   8.0799589E-09   9.6251340E-09   2.3177639E-07   2.7556878E-06   7.2600033E-09   2.2161397E-08   9.5228900E-08   2.3055886E-09   3.6255317E-10   1.6843806E-09   4.7793374E-06   2.1861696E-03
 an_op014        2.9757370E-10   9.6381914E-09   7.5228149E-07   1.8966931E-08   2.4666494E-12   6.3071644E-07   2.8612080E-06   2.4594132E-08   9.3692276E-07   9.4029707E-05   7.1128611E-08   8.7403627E-09   1.0619281E-05   1.3010928E-04   2.0045112E-08   6.3814638E-06   6.1947394E-06   1.6670556E-06   4.6553606E-08   2.8701299E-09   2.5438549E-04   1.5949467E-02
 an_op015        7.5634171E-12   1.5220491E-10   3.8639996E-07   7.9811418E-12   1.6279462E-14   3.4081012E-08   8.8949911E-08   4.0103493E-08   2.6721171E-09   2.3326499E-07   1.6987460E-09   7.2585360E-10   3.2807867E-08   2.1818855E-06   2.4784851E-07   1.6265115E-06   1.6954643E-06   2.8143747E-06   2.5254913E-09   9.0358181E-10   9.3903852E-06   3.0643735E-03
 an_op016        2.3988160E-11   7.5303492E-11   5.1941702E-08   5.5752787E-14   4.7953527E-12   1.3821605E-08   3.6925166E-08   2.3686155E-08   2.6006916E-09   9.5715357E-08   2.3289819E-10   3.1654612E-11   2.1076710E-07   3.8961539E-07   4.0010140E-08   1.1320669E-08   9.6398768E-09   5.3107687E-07   1.9851074E-10   3.1851360E-09   1.4208731E-06   1.1920038E-03
 an_op017        4.2870750E-13   4.3903065E-11   9.4403750E-09   1.2557764E-10   8.5733065E-15   1.4387375E-08   5.4701682E-08   6.6813544E-08   2.3078257E-09   7.1922047E-08   2.4090739E-10   4.5724170E-10   2.2539121E-07   2.8558344E-07   7.4156195E-10   8.2747910E-10   9.8983011E-10   7.1627267E-07   5.2290583E-12   2.3844328E-11   1.4502762E-06   1.2042741E-03
 an_op018        1.5149310E-11   1.9753390E-10   1.2587082E-06   4.2291807E-10   2.6545558E-11   1.1623525E-07   1.6023908E-07   2.6816577E-07   1.0330559E-08   1.0893339E-06   2.2077442E-09   5.6617943E-09   1.4318199E-08   4.8065969E-06   3.8140066E-07   2.6007922E-06   2.3372311E-06   7.2980751E-06   3.6402408E-09   1.1195673E-09   2.0354718E-05   4.5116204E-03
 an_op019        5.1471381E-12   1.2026837E-08   8.1359994E-09   2.3021899E-08   6.9626204E-13   1.0006915E-07   1.3632489E-06   2.0460804E-07   1.4043853E-06   1.3993532E-04   1.3785929E-07   5.2941328E-09   2.4990528E-05   8.4203683E-05   6.2637111E-07   1.8724982E-05   1.6816460E-05   9.2000056E-06   5.9312166E-08   4.3074146E-09   2.9781962E-04   1.7257451E-02
 an_op020        1.9115403E-11   1.0948687E-08   5.0816929E-07   2.1142024E-08   2.3888755E-10   1.0132784E-06   4.4080550E-06   8.0401909E-08   1.0776854E-06   1.1410744E-04   7.8264528E-08   2.1171357E-08   1.8823682E-05   1.6636715E-04   1.6164804E-08   6.6970599E-06   5.9743050E-06   2.9620853E-06   3.3324588E-08   5.7143626E-09   3.2220630E-04   1.7950106E-02
 an_cj001        9.7560282E-12   2.1562380E-10   1.4345200E-10   1.0171995E-10   6.8372633E-15   5.3252247E-10   4.0942731E-09   6.4914520E-09   3.9032861E-12   7.4811795E-09   2.4417914E-11   9.5195746E-12   1.9366847E-10   1.1566270E-11   2.0708685E-09   9.1564195E-09   1.3489712E-08   4.5347093E-09   4.7544055E-12   7.9671657E-12   4.8577492E-08   2.2040302E-04
 an_cj002        2.2504038E-13   1.1175019E-13   1.5829347E-11   3.1931159E-14   1.7531478E-16   2.1158949E-11   9.0489048E-12   3.1866844E-11   1.2274696E-12   1.3209802E-12   6.4612145E-13   1.0084153E-11   3.2187867E-09   4.9201944E-10   4.0756115E-12   2.4280787E-10   1.0889369E-10   1.6469780E-13   4.9830165E-14   8.6079297E-13   4.1592102E-09   6.4491939E-05
 an_cj003        1.6805762E-10   1.1516009E-11   1.6169337E-08   1.0429652E-09   1.5893469E-10   8.9343061E-08   1.2767694E-07   7.4082515E-08   4.9764150E-09   1.7940800E-07   3.4491591E-10   3.8545524E-10   3.1004571E-07   6.2861065E-07   1.8881810E-08   8.6178674E-08   3.6754798E-08   6.9338669E-10   1.0528475E-10   3.3008704E-09   1.5783393E-06   1.2563197E-03
 an_cj004        4.9875409E-11   2.4313113E-11   2.2836791E-08   4.1334789E-10   7.5501379E-13   5.4026745E-08   1.2025065E-07   3.0486848E-08   1.1288028E-09   1.4902249E-08   2.5572801E-10   1.5087434E-09   4.1260663E-07   4.5526166E-08   1.1361380E-09   7.8032015E-08   2.5472433E-08   6.6314011E-09   4.5069837E-12   1.0392224E-11   8.1530454E-07   9.0294216E-04
 an_cj005        9.3211471E-12   4.0590242E-13   1.5795650E-09   9.5815841E-11   1.7454819E-10   1.5473339E-10   1.9915129E-09   3.0961642E-09   7.6891346E-10   6.6337879E-08   5.1939183E-14   3.9934433E-10   2.0104860E-09   4.2664067E-07   8.8730999E-09   1.0938522E-08   1.0983430E-08   1.3089832E-08   3.2158525E-11   3.7979562E-09   5.5097441E-07   7.4227650E-04
 an_cj006        2.2990601E-13   8.7850094E-11   2.5144986E-08   3.7087398E-10   2.3239422E-13   2.0243838E-09   5.9724082E-09   1.2695743E-08   1.0656767E-10   4.3369087E-08   5.2110317E-11   1.0209614E-10   1.4303167E-07   2.8478045E-07   4.2484850E-09   5.4705324E-11   6.2691151E-09   8.7874383E-07   1.2197922E-10   1.8216668E-12   1.4071786E-06   1.1862456E-03
 an_cj007        1.3203019E-10   5.7241807E-10   9.6418271E-08   2.4072289E-09   1.6559352E-12   3.3182763E-07   5.0774140E-07   6.2524446E-08   3.6107108E-09   9.5899874E-09   4.3658545E-10   4.1601458E-09   1.2216972E-06   1.2710591E-07   1.0892355E-08   3.3208823E-07   1.4008623E-07   3.8738918E-08   1.0215895E-13   1.8872226E-11   2.8900503E-06   1.7000148E-03
 an_cj008        1.7869651E-11   2.3663425E-10   3.7165143E-10   1.5688804E-10   5.1120735E-14   1.1417541E-09   6.9953925E-09   5.7981822E-09   5.3374110E-12   1.1831046E-08   5.6640481E-11   7.1155019E-11   4.7607230E-09   1.7852476E-10   1.7121125E-09   6.2670905E-09   1.1298028E-08   1.9202657E-09   5.6007849E-12   2.1923079E-11   5.2846870E-08   2.2988447E-04
 an_cj009        1.4504744E-15   2.4100179E-15   1.4877415E-13   5.8917450E-14   4.2298584E-15   5.4047920E-14   3.0650722E-14   3.7998503E-13   1.4268795E-16   2.6210968E-13   4.2647765E-15   3.6464005E-15   3.2633130E-14   4.5077050E-13   2.9570185E-13   3.9213680E-12   1.2411696E-12   5.1532000E-15   4.1639223E-15   6.1166964E-17   6.9016505E-12   2.6270993E-06
 an_cj010        5.0947127E-15   2.2580725E-15   6.1042195E-12   1.6118685E-14   1.7702014E-16   3.2177519E-13   4.5683925E-13   1.0675726E-13   7.3612407E-15   1.7935599E-12   1.7567500E-14   2.1298328E-13   1.3555103E-11   6.8464698E-14   2.0663609E-13   4.4136194E-12   2.0722001E-11   4.7183849E-12   1.5966210E-14   4.5208183E-14   5.2790095E-11   7.2656792E-06
 an_cj011        5.5856433E-14   6.2545724E-14   2.0124765E-09   1.0008563E-10   1.7335845E-10   5.6022291E-10   3.3431020E-09   1.9374134E-09   7.2096636E-10   5.4241783E-08   3.5291036E-12   5.6087055E-10   8.4991232E-09   4.2610095E-07   8.4633741E-09   1.2484524E-08   1.0406263E-08   1.3501486E-08   5.1030510E-11   3.4331597E-09   5.4659384E-07   7.3931985E-04
 an_cj012        6.2866057E-13   9.1146521E-16   3.6349256E-11   4.5006030E-14   6.6135729E-17   2.3628995E-10   5.1799223E-11   2.0687050E-11   5.9119295E-13   1.6642351E-11   1.8017525E-12   9.9624837E-13   1.2852002E-11   2.6918583E-11   4.8929604E-10   3.6063715E-12   3.4607638E-13   3.1313422E-13   1.5253094E-15   6.2263157E-12   9.0539171E-10   3.0089728E-05
 an_cj013        9.8349954E-13   1.5235072E-14   5.6005577E-11   2.5754894E-13   4.5289032E-17   2.0476293E-10   9.8523798E-11   3.8578951E-11   9.5411140E-13   2.6423552E-11   1.5400533E-12   8.5217300E-15   4.8554448E-13   5.0227496E-11   5.1882837E-10   1.1634871E-11   2.9247260E-12   2.3080052E-12   1.2807446E-15   8.5322181E-12   1.0229963E-09   3.1984314E-05
 an_cj014        1.7245895E-13   8.7918240E-15   5.2452282E-11   2.8124433E-14   2.7071092E-15   5.6184424E-10   8.3148485E-12   6.3442897E-12   6.3067812E-13   4.2251484E-13   4.8801905E-13   1.1680172E-11   2.3425890E-09   1.5932155E-10   6.7524037E-13   2.6604132E-10   1.3754436E-10   4.7248686E-11   5.1902618E-14   3.4540017E-13   3.5962065E-09   5.9968379E-05
 an_cj015        8.6619146E-12   2.1213183E-10   5.3573953E-10   8.5097267E-11   1.8992520E-14   2.2701193E-14   7.3964736E-09   5.8424293E-09   1.4396469E-12   8.2048040E-09   1.8568814E-11   7.0848516E-13   3.7543652E-09   1.0910854E-10   2.2679038E-09   1.2858170E-08   1.8224217E-08   3.3900925E-09   7.9836766E-12   6.0528729E-12   6.2923990E-08   2.5084655E-04
 an_cj016        9.6026441E-12   8.2658360E-13   8.6959029E-10   1.1806608E-10   1.7339751E-10   1.5035351E-11   5.1447935E-10   4.5691779E-09   1.0276123E-09   6.7372268E-08   4.3121897E-13   5.6036761E-10   1.4647918E-08   3.9117333E-07   8.1806708E-09   5.3098016E-09   6.8774534E-09   1.5076225E-08   3.4136506E-11   3.8893821E-09   5.2041977E-07   7.2140126E-04
 an_cj017        2.2331355E-12   5.3295065E-11   8.2788957E-09   4.8267999E-14   2.6488808E-14   3.8426075E-09   1.1514287E-08   1.0528659E-08   4.2963363E-10   2.9823479E-08   1.1688593E-10   2.2527555E-11   7.3582732E-09   1.9533999E-07   2.2986133E-08   3.8208765E-08   6.6185037E-08   7.1946754E-07   1.6343242E-10   7.2871400E-14   1.1143218E-06   1.0556144E-03
 an_cj018        1.3909747E-15   2.6234964E-16   8.5730865E-14   3.2378320E-15   1.8178829E-17   1.0659679E-13   7.6606651E-13   3.4878967E-14   3.8329892E-16   4.1247386E-14   1.1647265E-15   1.7513085E-14   9.7545665E-12   1.0185305E-12   1.3339074E-13   1.3129893E-12   6.3966025E-13   1.3970075E-12   2.0960142E-15   1.2122236E-16   1.5316853E-11   3.9136751E-06
 an_cj019        6.3178504E-12   1.1463157E-10   9.6462873E-09   6.0756486E-14   1.3800430E-13   2.9284331E-09   1.8735382E-08   1.3464533E-08   2.3024738E-10   1.0891062E-11   6.0930264E-12   2.1286716E-11   2.3087567E-08   2.9278991E-07   3.3540808E-08   8.1628416E-08   1.4914313E-07   1.8827795E-06   3.6070080E-10   5.8542783E-11   2.5085529E-06   1.5838412E-03
 an_cj020        1.1188621E-13   6.9940029E-16   2.4599213E-12   4.2413111E-14   4.5475660E-15   8.6672299E-12   1.7640850E-11   4.6661614E-12   1.9811436E-13   6.4762289E-12   1.2878723E-13   1.3698526E-15   3.5090121E-14   4.0243385E-12   5.5725460E-11   1.2257628E-12   4.8778990E-13   2.0166982E-12   5.3242849E-15   3.8659716E-13   1.0430527E-10   1.0212995E-05
